id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41415978,Spacious & Beautiful Entire Apt in Boston,45694133,Dawn,,Dorchester,42.30015,-71.07738,Entire home/apt,175,4,13,2021-11-27,0.59,2,342,9,STR-394281
41429954,Furnished Boston Studio w/ Concierge + Gym,48005494,Zeus,,South Boston Waterfront,42.35055,-71.04516,Entire home/apt,145,31,0,,,16,198,0,
41474462,Boston Brownstone Gem GREAT location on Silverline,228074003,Donna,,South End,42.33917,-71.07488,Entire home/apt,91,91,0,,,1,293,0,
41611361,Studio in Boston w/ Amenities + Great Location,48005494,Zeus,,South Boston Waterfront,42.35035,-71.04547,Entire home/apt,133,31,2,2021-05-31,0.22,16,335,2,
41615014,Boston 1BR at Watermark Seaport w/ Concierge + Gym,48005494,Zeus,,South Boston Waterfront,42.35064,-71.04693,Entire home/apt,149,31,4,2021-07-17,0.25,16,328,2,
41624190,Spacious 1st Floor Private Room Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32201,-71.07015,Private room,38,29,4,2021-12-08,0.25,8,184,2,
41645010,The GV Twin Bedroom w/AC | Cozy Room w/En-Suite TV | Short walk to Redline for Mass General!,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,35,30,0,,,27,139,0,
41645478,The GV Parlor Bedroom w/AC | Queen Bed w/En-Suite TV |  Short walk to Redline for Mass General and Boston Medical!,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,51,30,3,2021-06-15,0.14,27,364,1,
41666852,The GV Blue Bedroom w/AC! | Queen Bed w/En-Suite TV | Short walk to Redline for Mass General!,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,46,30,2,2021-10-17,0.10,27,364,1,
41706168,The GV Master Bedroom w/AC! | Queen Bedroom with En-Suite HdTV | Short walk to RedLine for Mass General!,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,46,30,1,2021-11-02,0.65,27,100,1,
41740613,The Revolution Hotel,228911273,The Revolution Hotel,,South End,42.34591,-71.0709,Hotel room,0,1,0,,,1,0,0,
41763645,Spacious Egleston Square 2 bedroom (dog friendly),251061257,Mary,,Roxbury,42.31608,-71.09664,Entire home/apt,200,2,4,2021-11-27,0.31,2,0,3,STR-430784
41765021,*HEART OF BOSTON* Downtown/South End/Back Bay,14016102,Jovan,,South End,42.3457,-71.07344,Entire home/apt,210,2,91,2021-12-05,4.82,3,283,73,STR-422478
41785294,"Sleek Downtown 1BR w/W/D in unit, Gym, Doorman by Blueground",107434423,,,Leather District,42.3516,-71.05851,Entire home/apt,214,32,0,,,194,331,0,
41785374,"Ideal Downtown 1BR w W/D in unit, Gym, Doorman near Chinatown T, by Blueground",107434423,,,Downtown,42.35346,-71.05936,Entire home/apt,254,32,0,,,194,130,0,
41785889,"Smart Downtown 1BR w/ W/D in unit, Gym, Doorman, near South Station, by Blueground",107434423,,,Downtown,42.35334,-71.05952,Entire home/apt,203,32,0,,,194,322,0,
41788562,"Hip North Station 1BR w/ Gym, Doorman, W/D, nr. TD Garden, by Blueground",107434423,,,Downtown,42.3639,-71.06252,Entire home/apt,213,32,0,,,194,312,0,
41799161,The Roseclair Bedroom 2 w/Central AC! | Queen bed w/En-Suite HdTV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32139,-71.06023,Private room,31,30,1,2020-06-03,0.05,27,308,0,
41810583,Newly renovated 2 bedroom w/private keyless entry,330367651,Adam,,East Boston,42.39027,-71.0092,Entire home/apt,250,1,4,2021-12-05,3.64,1,88,4,STR-416684
41876953,The Roseclair Bedroom 1 w/Central AC! | Queen bed w/En-Suite HdTV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32093,-71.05982,Private room,41,30,2,2021-02-19,0.11,27,291,1,
41876957,The Roseclair Bedroom 3 w/Central AC | Queen bed w/En-Suite HdTV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32287,-71.0621,Private room,46,30,1,2020-05-22,0.05,27,299,0,
41878371,Two Private Bedrooms in Egleston Sq Condo,251061257,Mary,,Roxbury,42.31498,-71.09591,Private room,93,2,12,2021-09-27,0.70,2,0,2,STR-430784
41903226,"Sleek Downtown Studio w/ W/D, Doorman, nr. Boston Common, by Blueground",107434423,,,Downtown,42.35178,-71.06325,Entire home/apt,142,32,0,,,194,199,0,
41907280,The GV Yellow Bedroom w/AC | Queen Bed with En-Suite TV  | Walk to Redline for Mass General!,71783,Lance,,Dorchester,42.3139,-71.06223,Private room,46,30,1,2020-06-30,0.06,27,199,0,C0106780460
41915144,Brick and beam living in the Historic North End,331562764,Rich,,Downtown,42.36142,-71.05431,Entire home/apt,220,92,0,,,1,359,0,
41925155,"Airy Back Bay 1BR w/ Gym, Doorman, W/D, nr. Copley Mall, by Blueground",107434423,,,Back Bay,42.34768,-71.0825,Entire home/apt,229,32,0,,,194,223,0,
41949153,"Walk to Harvard, Clean, Spacious & Convenient",8441226,Justin,,Allston,42.363991527388634,-71.13102658521912,Entire home/apt,232,2,22,2021-12-05,1.01,2,204,20,STR-418699
41949812,Riverway the best of Boston and Brookline!,331970881,Isaac,,Mission Hill,42.33358,-71.11114,Entire home/apt,198,365,0,,,1,187,0,
41953347,"Hip Back Bay 1BR w/ Gym, Doorman, nr. Copley Mall, by Blueground",107434423,,,Back Bay,42.34982,-71.08012,Entire home/apt,243,32,0,,,194,275,0,
41953381,"Smart Back Bay 1BR w/ Gym, Doorman, nr. Esplanade, by Blueground",107434423,,,Back Bay,42.34713,-71.08164,Entire home/apt,236,32,0,,,194,295,0,
41963580,Amazing 3 Bed Close To Boston With Parking & Yard,5618949,Alan,,Roslindale,42.27954,-71.1179,Entire home/apt,154,5,1,2021-11-20,1,7,79,1,STR-419049
41963633,Awesome 3 Bed Close To Boston With Parking,5618949,Alan,,Roslindale,42.27806,-71.11702,Entire home/apt,199,29,1,2021-01-15,0.09,7,90,1,STR-419049
41975010,Urban Views in the Heart of Brighton,297860058,June,,Brighton,42.34218,-71.14596,Private room,45,91,0,,,168,364,0,
41992786,Home Sweet Home,30732884,Jeffery,,Dorchester,42.29098,-71.06686,Entire home/apt,190,91,2,2020-11-06,0.13,3,106,0,
41997583,Boston at your doorstep!,29688938,Heather And Mike,,Charlestown,42.37914,-71.06139,Entire home/apt,225,29,0,,,1,0,0,STR-422997
42065556,Inn @ St. Botolph,107268789,Inn @,,Back Bay,42.34503,-71.08085,Hotel room,0,91,18,2021-10-11,1.53,1,0,18,
42065558,Boston Fenway Inn,308490585,Boston Fenway Inn,,Fenway,42.34637,-71.08882,Hotel room,0,1,172,2021-11-27,9.89,1,0,121,
42074896,Work/Study Retreat  laundry near Downtown Prkg,333626600,Marco,,Dorchester,42.31239,-71.06662,Entire home/apt,157,29,16,2020-11-01,0.71,6,0,0,STR-445540
42080145,"Bright Beacon Hill 1BR near Boston Common, by Blueground",107434423,,,Beacon Hill,42.35914,-71.06648,Entire home/apt,156,32,0,,,194,233,0,
42080174,"Smart Downtown Studio w/ W/D, Doorman, nr. Green Line, by Blueground",107434423,,,Downtown,42.35142,-71.06516,Entire home/apt,142,32,0,,,194,214,0,
42080205,"Airy Downtown 2BR w/ W/D, nr. Boston Common, by Blueground",107434423,,,Downtown,42.35121,-71.06424,Entire home/apt,221,32,0,,,194,203,0,
42094372,Airy Downtown 1BR Near Harbor w/ Concierge,48005494,Zeus,,Downtown,42.35721,-71.05726,Entire home/apt,177,31,4,2021-11-01,0.31,16,198,3,
42094510,Beautiful 1BR in The Devonshire Near Shops,48005494,Zeus,,Downtown,42.3573,-71.05675,Entire home/apt,134,31,1,2021-05-04,0.13,16,363,1,
42098275,UnitWithParkingNoSmoking. $40 Refund if left clean,46926631,Andrei,,Jamaica Plain,42.288403,-71.118279,Entire home/apt,100,1,13,2021-11-28,0.59,1,12,11,STR-422153
42116996,Sleek Downtown Studio w/ Gym Near Parks + Transit,48005494,Zeus,,Downtown,42.3528,-71.05337,Entire home/apt,154,31,3,2021-01-06,0.18,16,293,1,
42195053,"Gorgeous Beacon Hill 1BR near MA State House, by Blueground",107434423,,,Beacon Hill,42.35838,-71.06808,Entire home/apt,155,32,0,,,194,271,0,
42206911,Wonderful 2br apt at Boston's hospitals,102875095,Alex,,Jamaica Plain,42.32799,-71.11221,Entire home/apt,299,29,1,2020-09-19,0.07,10,89,0,
42239298,New England Victorian Oasis,44581223,Andre,,Hyde Park,42.25082,-71.11571,Private room,60,2,14,2021-10-19,0.64,4,365,12,STR-416718
42249143,Spacious and well lit,289002576,Jon,,Brighton,42.34401,-71.15238,Entire home/apt,100,3,0,,,1,0,0,STR-423494
42328735,"Restaurants, zoo, and mbta all 5 minutes walk.",336557315,Xiomara,,Jamaica Plain,42.31181,-71.09914,Shared room,80,91,0,,,1,358,0,STR-423679
42355564,The Jazzy Airbnb,287098257,Fredrick,,Roxbury,42.3218,-71.07452,Private room,25,1,86,2021-12-08,3.91,2,105,40,STR-410134
42358001,Bright and Spacious,10692181,Francisco,,Jamaica Plain,42.31074,-71.10035,Private room,139,2,30,2021-11-26,1.55,5,343,23,STR-414666
42363865,New-3BEDS 3.6m from Fenway/Downtown/BCEC Freeprk,333626600,Marco,,Dorchester,42.31408,-71.06597,Private room,53,29,1,2020-05-23,0.05,6,0,0,STR-415977
42364097,New-2BEDs/sofabed 3.6m from DowntownFenway Freepk,333626600,Marco,,Dorchester,42.31189,-71.06687,Private room,53,29,1,2020-04-05,0.05,6,0,0,STR-415977
42364323,New-Stylish King near Beach/ Downtown/BCEC FreePK,333626600,Marco,,Dorchester,42.31209,-71.06675,Private room,38,29,0,,,6,0,0,STR-445540
42364468,New-Cozy Double 3.6mi from Downtown Freeprk,333626600,Marco,,Dorchester,42.31185,-71.06638,Private room,33,29,0,,,6,0,0,STR-415977
42376848,"The Redlands 1 w/AC | 2BR 1BA w/EnSuite HdTv's | Short walk to train and near Brookline, Faulkner and walk to shopping!",71783,Lance,,West Roxbury,42.29253,-71.15331,Entire home/apt,97,30,4,2021-08-26,0.20,27,16,2,C0106780460
42379429,Bright and comfortable,10692181,Francisco,,Jamaica Plain,42.31237,-71.10197,Private room,139,2,19,2021-11-15,0.95,5,342,10,STR-414666
42404818,Lovely Place in Jamaica Plain Room #2,292283551,Vitanur,,Jamaica Plain,42.32388,-71.10869,Private room,40,29,2,2020-03-14,0.09,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
42432751,Furnished Studio by Thatch | Beech Glen,814298,Thatch,,Roxbury,42.32395,-71.09412,Entire home/apt,72,45,3,2021-08-21,0.19,67,53,2,
42434040,Pvt. Bedroom | Co-Live by Thatch | 65 BG #C,814298,Thatch,,Roxbury,42.32443,-71.09328,Private room,52,90,0,,,67,115,0,
42449171,Magnificent Duplex Condo - Walk Everywhere!,2006852,Jay,,Fenway,42.34426,-71.0879,Entire home/apt,347,2,16,2021-11-06,1.11,7,341,14,STR-416410
42454025,Traveling Medical Professional | Private Bath | 2F,814298,Thatch,,Roxbury,42.32667,-71.09497,Private room,60,30,1,2021-04-13,0.12,67,88,1,
42454867,Traveling Med. Pro Shared BA Co-Live by Thatch 3R,814298,Thatch,,Roxbury,42.32653,-71.0968,Private room,50,30,2,2021-10-09,0.27,67,269,2,
42461132,Luxury Boston Apartment,158837906,Hesham,,Jamaica Plain,42.32649,-71.11088,Entire home/apt,370,29,1,2021-02-02,0.09,34,365,1,STR-414596
42517503,Charming 3 bedroom suite in the heart of Boston,318064329,Dung,,Dorchester,42.28739,-71.05766,Entire home/apt,154,1,51,2021-12-11,7.81,1,162,51,STR-429386
42591679,Designed 1st Floor Furnished Bedroom by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32317,-71.06844,Private room,38,29,5,2021-12-05,0.29,8,233,3,
42592642,Garden 1st Floor Furnished Bedroom,299340250,Teresa & Jonathan,,Roxbury,42.32389,-71.06855,Private room,38,29,1,2020-08-01,0.06,8,0,0,
42644088,Urban oasis - Parking/Downtown/Airport,7427795,Ella,,East Boston,42.38157,-71.03775,Entire home/apt,100,29,23,2021-01-31,1.11,8,0,7,STR-414601
42708089,"Ample Allston 2BR w/ W/D in basement, by Blueground",107434423,,,Brighton,42.35007,-71.14859,Entire home/apt,171,32,1,2021-03-22,0.11,194,287,1,
42708127,"Bright Allston 2BR w/ W/D in basement, by Blueground",107434423,,,Brighton,42.35057,-71.14876,Entire home/apt,215,32,1,2021-08-15,0.24,194,123,1,
42708174,"Spacious Allston 2BR w/ W/D in basement, by Blueground",107434423,,,Brighton,42.34903,-71.14852,Entire home/apt,161,32,0,,,194,334,0,
42708208,"Mod North Station 1BR w/ Gym, Doorman, W/D, nr. TD Garden, by Blueground",107434423,,,Downtown,42.36374,-71.06243,Entire home/apt,251,32,0,,,194,251,0,
42708634,Airy 1BR in Downtown w/ Concierge Near Transit,48005494,Zeus,,Downtown,42.35914,-71.05825,Entire home/apt,154,31,3,2021-09-26,0.19,16,331,2,
42739841,JFK/UMass Room Close to Public Transport,297860058,June,,Dorchester,42.31661,-71.05673,Private room,40,91,0,,,168,364,0,
42748117,1 Modern Private Master Bedroom + Bathroom,150666442,Ritika,,Brighton,42.35348,-71.16978,Private room,55,91,0,,,1,364,0,
42750982,Fully-Furnished Room in Prime Savin Hill Location,297860058,June,,Dorchester,42.30913,-71.06077,Private room,58,91,0,,,168,287,0,
42774598,333 Southie,117831587,Luke,,South Boston,42.33712,-71.04477,Entire home/apt,282,3,1,2021-11-28,1,1,193,1,STR-459633
42831086,Lovely Home | near T,161724560,David,,Dorchester,42.32097,-71.0572,Entire home/apt,264,10,31,2021-11-23,1.45,1,335,17,Exempt: This listing is a unit used for furnished institutional or business stays
42833412,Stylish Place | near South End,42431392,Frank,,Roxbury,42.3301,-71.08741,Entire home/apt,125,10,23,2021-11-16,1.08,5,317,18,STR-425117
42833990,Charming Luxury Duplex | near T,42431392,Frank,,Roxbury,42.33059,-71.08784,Entire home/apt,223,10,7,2021-11-27,0.33,5,317,4,STR-425117
42834234,Soaring Oasis | near South End,42431392,Frank,,Roxbury,42.3286,-71.08861,Entire home/apt,427,10,4,2021-08-24,0.19,5,308,1,STR-425117
42834617,Expansive Luxury Triplex | near T,42431392,Frank,,Roxbury,42.33068,-71.08877,Entire home/apt,534,10,3,2020-03-21,0.14,5,304,0,STR-425117
42870400,The Dorset Bedroom 1 w/Central Air! |  Queen Bed w/En-Suite TV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32128,-71.06046,Private room,45,30,2,2021-08-31,0.41,27,277,2,C0106780460
42870430,The Dorset Bedroom 2 w/Central AC! | Queen Bedroom w/EnSuite TV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.323,-71.05997,Private room,28,30,1,2021-07-01,0.18,27,288,1,C0106780460
42870478,The Dorset (Bedroom 3) w/Central AC! | Queen Bedroom w/En-Suite HdTV | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32308,-71.06031,Private room,41,30,2,2021-11-20,0.50,27,364,2,C0106780460
42882611,1 Bedroom | Patio | Full-Kitchen (I),43217109,Javier,,South End,42.33816,-71.07457,Private room,125,29,2,2020-08-09,0.12,4,83,0,STR-409266
42915815,High floor Luxury building with river views,6574212,Jim,,West End,42.36548,-71.06833,Private room,99,29,2,2021-09-27,0.54,3,59,2,
42930687,Evonify - Prudential CTR - Gorgeous 1BR+Copley G9,212359760,Evonify,,Back Bay,42.34383,-71.0814,Entire home/apt,252,29,0,,,46,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
42937960,Cozy Room in the Heart of Boston (MGH/Downtown),341885174,Sophia,,Beacon Hill,42.35942,-71.0653,Private room,140,91,0,,,1,0,0,
42950053,Spacious Room in JFK/UMass for Flexible Duration,297860058,June,,Dorchester,42.31532,-71.05657,Private room,40,91,0,,,168,364,0,
42951643,Fully-Furnished Savin Hill Room Close to Transport,297860058,June,,Dorchester,42.31114,-71.06049,Private room,55,91,0,,,168,291,0,
42951767,Modern Room in the heart of Sunny South Boston,297860058,June,,South Boston,42.33515,-71.04936,Private room,62,91,1,2020-08-15,0.06,168,332,0,
42952307,Find Home with Modern Upham's Corner Living,297860058,June,,Dorchester,42.3145,-71.05932,Private room,57,91,0,,,168,314,0,
42961825,Modern Room in Convenient South Boston Location,297860058,June,,South Boston,42.33575,-71.04972,Private room,46,91,0,,,168,306,0,
42980478,Comfy Room Close to Harvard BS,194167208,Reina,,Allston,42.36091,-71.13049,Private room,63,2,19,2021-12-15,2.13,1,56,19,STR-383875
43003155,"CLEAN condo w/internet, A/C, private deck, laundry",32870796,Jessica,,South End,42.34306,-71.07913,Entire home/apt,200,30,0,,,3,365,0,
43012146,The Green Room,287098257,Fredrick,,Roxbury,42.32096,-71.07396,Private room,40,1,67,2021-12-07,3.38,2,196,57,STR-410134
43023604,Boston Cheap bedroom!!! For girl!!,169232402,Michelle,,Allston,42.35773,-71.12628,Private room,35,120,0,,,1,89,0,
43032465,"Modern South End 2BR w/ Doorman, W/D in Unit, by Blueground",107434423,,,South End,42.34478,-71.06604,Entire home/apt,200,32,0,,,194,322,0,
43032495,"Smart South End 2BR w/ Doorman, W/D in Unit, by Blueground",107434423,,,South End,42.34517,-71.06404,Entire home/apt,203,32,0,,,194,294,0,
43032512,"Ideal South End 2BR w/ Doorman, W/D in Unit, by Blueground",107434423,,,South End,42.34518,-71.06476,Entire home/apt,200,32,0,,,194,326,0,
43069940,Furnished One Bed with Harbor Views!,245574213,Jeffrey,,Downtown,42.35767,-71.05048,Entire home/apt,217,91,0,,,2,365,0,
43071363,"* NEW Listing * A True GEM in South End , Boston!!",159978864,Santo,,South End,42.34488,-71.07195,Entire home/apt,213,2,54,2021-12-09,3.22,2,296,48,STR-414972
43085606,Triple Decker Private Apartment Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32483,-71.06836,Entire home/apt,132,29,0,,,8,176,0,
43087326,Triple Decker 4 Bed Apartment Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32381,-71.06902,Entire home/apt,134,29,2,2021-08-28,0.28,8,25,2,
43097089,Loft-like basement space.  Comfortable and modern.,10778805,Paul,,South Boston,42.32918,-71.05724,Entire home/apt,84,91,0,,,4,281,0,
43102656,Large bedroom in shared apartment with two males,10778805,Paul,,South Boston,42.32896,-71.05687,Private room,50,120,0,,,4,287,0,
43121210,"Bright Fort Point Studio w/ W/D in Unit, by Blueground",107434423,,,South Boston Waterfront,42.34802,-71.05073,Entire home/apt,203,32,0,,,194,176,0,
43148279,Urban Views in the Heart of North End,297860058,June,,North End,42.36509,-71.05574,Private room,54,91,0,,,168,250,0,
43163112,BRIGHT SPACIOUS BOSTON APARTMENT,136709790,Jhazmin,,Fenway,42.34469,-71.08851,Private room,50,55,0,,,1,0,0,
43176358,Spacious Living in the Heart of North End,297860058,June,,North End,42.36569,-71.0569,Private room,61,91,1,2020-09-30,0.07,168,335,0,
43267987,Spacious 1BR | Laundry | Gym | Close to Hospitals,30283594,Global Luxury Suites,,Chinatown,42.35138,-71.06138,Entire home/apt,210,91,15,2021-10-25,1.37,27,362,15,Exempt: This listing is a unit that has contracts with hospitals
43275982,Modern 1BR | Kitchen | Work From Home | Free WiFi,30283594,Global Luxury Suites,,Chinatown,42.35136,-71.06169,Entire home/apt,210,91,9,2021-07-11,0.57,27,362,5,Exempt: This listing is a unit that has contracts with hospitals
43277439,Private & Clean 2BR | Balcony | Downtown Boston,30283594,Global Luxury Suites,,Chinatown,42.35119,-71.05984,Entire home/apt,411,91,1,2021-02-15,0.10,27,357,1,Exempt: This listing is a unit that has contracts with hospitals
43278187,Modern 2BR Apt | Full Kitchen | Gym | Boston | GLS,30283594,Global Luxury Suites,,Chinatown,42.35171,-71.05969,Entire home/apt,349,91,7,2021-06-16,0.70,27,358,7,Exempt: This listing is a unit that has contracts with hospitals
43300494,Bright Studio | Full Kitchen | Desk| Downtown |GLS,30283594,Global Luxury Suites,,Downtown,42.35315,-71.06018,Entire home/apt,174,91,3,2020-12-24,0.21,27,359,2,Approved by government
43301136,Modern Downtown Boston Studio | Work Desk | GLS,30283594,Global Luxury Suites,,Downtown,42.35344,-71.05986,Entire home/apt,189,91,2,2020-12-20,0.15,27,359,1,Approved by government
43301292,Private & Clean Studio Apt | Gym | Steps from BCH,30283594,Global Luxury Suites,,Downtown,42.35333,-71.0616,Entire home/apt,174,91,3,2021-04-02,0.23,27,359,2,Exempt: This listing is a unit that has contracts with hospitals
43301511,Cozy Studio | Full Kitchen | Laundry | Downtown,30283594,Global Luxury Suites,,Downtown,42.35292,-71.06173,Entire home/apt,174,91,3,2021-06-30,0.23,27,359,2,Exempt: This listing is a unit that has contracts with hospitals
43386594,Spacious Living in the Heart of Upham's Corner,297860058,June,,Dorchester,42.31436,-71.05954,Private room,61,91,0,,,168,363,0,
43391265,Furnished Luxury Entire 1B1B at Boston Landing,187718164,Livia,,Brighton,42.35735,-71.1425,Entire home/apt,140,29,0,,,1,0,0,STR-197389
43394464,Spacious House on a Quiet Street,15540270,Galen,,Jamaica Plain,42.30447,-71.11556,Entire home/apt,249,60,0,,,1,0,0,
43566910,Fort Point Corner of Windows brick & beam loft,16906498,Walker,,South Boston Waterfront,42.34843,-71.04859,Entire home/apt,110,56,0,,,1,141,0,
43605329,Luxury On Commonwealth Avenue Back Bay Proper,20491040,Catherine,,Back Bay,42.34923,-71.08622,Entire home/apt,200,29,0,,,1,169,0,
43673971,BACK BAY STUDIO -3 month minimum requirement,38997,Michelle,,Back Bay,42.35214,-71.07704,Entire home/apt,116,29,1,2021-08-31,0.28,11,365,1,
43690440,Beautiful 2-bedroom apartment/1st floor,127718668,Muny,,Dorchester,42.31272,-71.05524,Entire home/apt,161,1,14,2021-11-18,0.78,13,251,8,STR-423861
43690671,Beautiful 2 bedroom apartment/2nd floor,127718668,Muny,,Dorchester,42.31313,-71.05719,Entire home/apt,108,1,24,2021-11-14,1.30,13,258,18,STR-423861
43690782,Beautiful 2-bedroom apartment/3rd floor,127718668,Muny,,Dorchester,42.31404,-71.05712,Entire home/apt,95,1,12,2021-11-09,0.65,13,278,7,STR-423861
43715032,SUPERIOR ROOM,243931054,Boston Park Plaza,,Back Bay,42.35064,-71.0705,Hotel room,161,1,207,2021-12-13,11.42,13,352,67,Exempt: This listing is a hotel or motel
43757873,4BR - Visit Boston Like a Local!,14561673,Megan,,Charlestown,42.38102,-71.06814,Entire home/apt,235,27,1,2021-08-31,0.28,1,6,1,STR-399155
43777109,The Cellar at Adams Village,218118364,Fabs And Christy,,Dorchester,42.28544,-71.05732,Private room,69,3,10,2021-10-12,0.57,1,0,5,STR-392105
43806155,Massive Penthouse W Stunning view next to MGH,212359760,Evonify,,West End,42.36513,-71.06584,Entire home/apt,418,29,2,2020-12-14,0.15,46,0,0,Exempt: This listing is a unit that has contracts with hospitals
43833357,"""Best of Boston 7/21"" Houseboat in Boston Harbor!",306011239,Karen,,Charlestown,42.37596,-71.05009,Entire home/apt,240,1,36,2021-12-05,2.17,3,350,27,STR-427698
43846033,Clean apartment home | 2BR in Boston,359229620,,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,310,91,0,,,80,364,0,
43861872,⚜Postcard Lovely⚜Walk MGH⚜Sanitized⚜Dogs OK⚜Luxury,328087660,MockingJay,,Beacon Hill,42.35893,-71.06908,Entire home/apt,259,32,0,,,2,365,0,
43899519,Perfect Modern Renovated Private Suite!,3335303,Mary,,Roxbury,42.31698,-71.09315,Entire home/apt,98,2,59,2021-12-04,3.67,1,83,54,STR-423351
43913326,Luxury Fully Furnished Apt in Bostons Chinatown,95459395,Bluebird,,Chinatown,42.35095,-71.06108,Entire home/apt,230,91,1,2021-10-12,0.45,13,339,1,Approved by government
43921609,Beautiful 1BR in Boston Close to Hospitals,95459395,Bluebird,,Downtown,42.35329,-71.06044,Entire home/apt,230,91,4,2021-11-28,0.56,13,348,4,Approved by government
43921650,Upscale 2BR Apartment | Downtown Boston,95459395,Bluebird,,Chinatown,42.35111,-71.06056,Entire home/apt,369,91,1,2021-02-05,0.09,13,358,1,Approved by government
43921666,Spacious Furnished 2BR Apt in Bostons Chinatown,95459395,Bluebird,,Downtown,42.35314,-71.06156,Entire home/apt,394,91,0,,,13,357,0,Approved by government
43957058,Downtown Boson | Lavish | One Bedroom Apartment,95459395,Bluebird,,Downtown,42.35316,-71.05996,Entire home/apt,230,91,0,,,13,362,0,Approved by government
43957067,Spacious Furnished 1BR Apt in Bostons Chinatown,95459395,Bluebird,,Chinatown,42.35143,-71.06158,Entire home/apt,305,91,0,,,13,343,0,Approved by government
43957080,Two Bedroom Apartment in Downtown Boston,95459395,Bluebird,,Chinatown,42.35143,-71.06153,Entire home/apt,394,91,1,2021-01-23,0.09,13,357,1,Approved by government
43977877,Lovely Boston Back Bay/BV Townhouse  Heart of City,2355815,Francine,,Bay Village,42.34991,-71.0674,Entire home/apt,166,91,0,,,1,360,0,
43994299,Cozy Bedroom for you!,887148,Dawn,,Charlestown,42.38318,-71.07211,Private room,199,3,0,,,3,365,0,STR-431107
44014524,MODERN DOWNTOWN STUDIO,56359408,Billy,,Downtown,42.35055,-71.06486,Entire home/apt,131,91,0,,,4,361,0,
44053258,"Crisp Downtown Studio w/ W/D, Doorman, nr. Green Line, by Blueground",107434423,,,Downtown,42.35102,-71.06356,Entire home/apt,150,91,0,,,194,229,0,
44058140,Historic Brownstone with Modern Amenities.,72298155,Rebecca,,Roxbury,42.32875,-71.09575,Entire home/apt,99,29,59,2021-12-02,3.35,2,292,20,STR-413806
44058785,Bright 1 BR | Washer/D | Gym | Boston | GLS,9419684,Churchill,,Downtown,42.35275,-71.06199,Entire home/apt,265,29,0,,,32,365,0,Approved by government
44060070,Luxury 1 BR | WiFi | Washer/D | Boston | GLS,9419684,Churchill,,Downtown,42.35302,-71.06179,Entire home/apt,265,29,1,2021-01-05,0.09,32,365,1,Approved by government
44060731,Spacious 1 BR | Laundry | WiFi | Full Kitchen |GLS,9419684,Churchill,,Chinatown,42.35147,-71.06019,Entire home/apt,265,29,0,,,32,365,0,Approved by government
44131827,Modern 1 BR | Full kitchen | GYM | Washer/D | GLS,9419684,Churchill,,Chinatown,42.35135,-71.0613,Entire home/apt,265,29,0,,,32,365,0,Approved by government
44132244,Brand New 1 BR | Full Kitchen | GYM | Washer/D,9419684,Churchill,,Downtown,42.35318,-71.06193,Entire home/apt,265,29,0,,,32,365,0,Approved by government
44132493,Spacious 1 BR | Full Kitchen | GYM | Washer/D |GLS,9419684,Churchill,,Downtown,42.35324,-71.06059,Entire home/apt,265,2,0,,,32,86,0,Approved by government
44132871,Exclusive 1 BR | GYM | Full Kitchen | Washer\D|GLS,9419684,Churchill,,Downtown,42.35337,-71.06181,Entire home/apt,265,29,0,,,32,365,0,Approved by government
44133273,Luxury 1 BR | Full kitchen | GYM | Washer/D | GLS,9419684,Churchill,,Chinatown,42.3518,-71.0617,Entire home/apt,265,29,0,,,32,365,0,Approved by government
44133942,Brand New 1 BR | Full Kitchen | GYM |Washer/D |GLS,9419684,Churchill,,Chinatown,42.3512,-71.06109,Entire home/apt,265,29,0,,,32,365,0,Approved by government
44134617,Luxury 2BR | Full Kitchen | GYM | Boston | GLS,9419684,Churchill,,Downtown,42.35318,-71.06156,Entire home/apt,369,29,0,,,32,365,0,Approved by government
44134875,Spacious 2BR | Full Kitchen | GYM | BOSTON | GLS,9419684,Churchill,,Downtown,42.35291,-71.06162,Entire home/apt,369,29,0,,,32,365,0,Approved by government
44135035,Exclusive 2BR | Furnished | Gym | Boston | GLS,9419684,Churchill,,Chinatown,42.35131,-71.06037,Entire home/apt,369,29,0,,,32,365,0,Approved by government
